Name,Cuisine,Ranking,Rating,Price,ReviewCount,Reviews,URL_TA
FACIL,"['International', 'European', 'Gluten Free Options']",1.0,4.5,High,687.0,"[['What a way to turn 60!', 'Only to recommend'], ['01/03/2018', '12/22/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d695657-Reviews-FACIL-Berlin.html
La Gondola Due,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",2.0,4.5,Medium,282.0,"[['Great food!', 'Very good'], ['12/17/2017', '12/04/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3805087-Reviews-La_Gondola_Due-Berlin.html
Ristorante A Mano,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",3.0,4.5,Medium,1501.0,"[['Sensational!', 'Delicious food and lovely service'], ['01/08/2018', '01/07/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3546513-Reviews-Ristorante_A_Mano-Berlin.html
Restaurant Bieberbau,"['German', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0,4.5,High,621.0,"[['Excellent restaurant', 'Perfect Birthday treat'], ['12/27/2017', '12/18/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1344159-Reviews-Restaurant_Bieberbau-Berlin.html
El Loco,"['Mexican', 'Central American', 'Vegetarian Friendly', 'Vegan Options']",5.0,5.0,Medium,171.0,"[['Join the Loco family 😉', 'Best sweet potato fries!'], ['11/07/2017', '10/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6499724-Reviews-El_Loco-Berlin.html
Flamingo Fresh Food Bar,"['Cafe', 'International', 'European', 'Healthy', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",6.0,4.5,Low,636.0,"[['Recommend', 'Awesome service and a great, cheap meal!!!'], ['12/29/2017', '12/17/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1953128-Reviews-Flamingo_Fresh_Food_Bar-Berlin.html
Mabuhay - Indonesian Restaurant,"['Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",7.0,4.5,Low,527.0,"[['Decent food for low price', 'Best indonesian restaurant in berlin'], ['12/26/2017', '12/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3422489-Reviews-Mabuhay_Indonesian_Restaurant-Berlin.html
Trattoria Portofino,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",8.0,4.5,Low,344.0,"[['Best part of Berlin', 'Solid Italian food in wonderful atmosphere'], ['12/13/2017', '12/08/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8685515-Reviews-Trattoria_Portofino-Berlin.html
Haveli,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",9.0,4.5,Medium,984.0,"[['Excellent and the most authentic Indian fo...', 'Authentic Indian taste'], ['01/01/2018', '12/31/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1875899-Reviews-Haveli-Berlin.html
Burgermeister,"['American', 'Fast Food']",10.0,4.5,Low,3703.0,"[['Awesome burgers', 'Burger!'], ['01/09/2018', '01/07/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d947082-Reviews-Burgermeister-Berlin.html
Patta Finest Baked Potatoes,"['Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",11.0,4.5,Low,332.0,"[['Unique twist with potatoes', 'Super tasty baked potatoes!'], ['01/06/2018', '01/01/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7607553-Reviews-Patta_Finest_Baked_Potatoes-Berlin.html
Ristorante Peperoncino,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",12.0,4.5,Medium,542.0,"[['best', 'Excellent, Italian cuisine in super-cozy f...'], ['01/06/2018', '12/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1342567-Reviews-Ristorante_Peperoncino-Berlin.html
PHO - Noodlebar,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",13.0,4.5,Low,126.0,"[['Tasty Food', 'Fresh food, great taste!'], ['01/09/2018', '01/07/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12220100-Reviews-PHO_Noodlebar-Berlin.html
Yarok Fine Syrian Food from Damascus,"['Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']",14.0,4.5,Low,454.0,"[['Good middle eastern food at fair prices', 'Fresh and delicious'], ['01/07/2018', '01/03/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4583605-Reviews-Yarok_Fine_Syrian_Food_from_Damascus-Berlin.html
Hackethals,"['German', 'Bar', 'European', 'Pub', 'Central European', 'Gastropub']",15.0,4.5,Medium,893.0,"[['Authentic brilliance', 'Traditional German restaurant'], ['01/09/2018', '01/08/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d944596-Reviews-Hackethals-Berlin.html
Restaurant Schlossgarten,"['German', 'Vegetarian Friendly', 'Gluten Free Options']",16.0,4.5,Medium,392.0,"[['Authentic German food', 'Beautiful food, beautiful venue'], ['12/31/2017', '12/19/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2542816-Reviews-Restaurant_Schlossgarten-Berlin.html
Focaccino La Sicilia in bocca,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",17.0,4.5,Medium,472.0,"[['Very delicious', 'Best Italian Restaurant in Berlin'], ['12/19/2017', '12/13/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1344552-Reviews-Focaccino_La_Sicilia_in_bocca-Berlin.html
Saigon and More,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",18.0,4.5,Medium,1119.0,"[['Incredible food and fantastic service', 'Really tastefull'], ['12/20/2017', '12/09/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d718324-Reviews-Saigon_and_More-Berlin.html
Restaurant Langosch,"['European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",19.0,5.0,Medium,105.0,"[['Amazing', 'Exceptional atmosphere & lovely owners'], ['12/22/2017', '12/07/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10376233-Reviews-Restaurant_Langosch-Berlin.html
Asteria,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",20.0,4.5,Medium,448.0,"[['Moody waiters, cash only, avearage food.', 'Very good'], ['01/08/2018', '01/05/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2401778-Reviews-Asteria-Berlin.html
Schnitzelei,"['Diner', 'German', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",21.0,4.5,Medium,370.0,"[['Authentic, superb German tapas', 'Hidden Gem'], ['01/09/2018', '01/09/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10798450-Reviews-Schnitzelei-Berlin.html
Restaurant Tim Raue,"['Asian', 'Fusion', 'Vegetarian Friendly', 'Gluten Free Options']",22.0,4.5,High,839.0,"[['Amazing meal!', 'Great place, service and food'], ['12/30/2017', '12/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1955982-Reviews-Restaurant_Tim_Raue-Berlin.html
Madami,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",23.0,4.5,Low,2031.0,"[['Great place', 'Christmas eve'], ['01/07/2018', '01/07/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6639475-Reviews-Madami-Berlin.html
Marjellchen,"['German', 'Vegetarian Friendly']",24.0,4.5,Medium,2364.0,"[['Delicious food and good Prussian hospitali...', 'Awesome experience!'], ['01/09/2018', '01/06/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d718201-Reviews-Marjellchen-Berlin.html
Johnny's Bar,"['Bar', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",25.0,4.5,Low,294.0,"[['Great find', 'Great lunch at Johnny’s'], ['01/08/2018', '12/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3902630-Reviews-Johnny_s_Bar-Berlin.html
Seoulkitchen,"['Japanese', 'Sushi', 'Asian', 'Korean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",26.0,4.5,Medium,403.0,"[['Great place. Good value. Terrific food.', 'Nice experience'], ['01/08/2018', '01/03/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2660884-Reviews-Seoulkitchen-Berlin.html
Heising,"['French', 'European']",27.0,4.5,High,1024.0,"[['Very good', 'Best choice in Berlin!'], ['12/19/2017', '11/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d958776-Reviews-Heising-Berlin.html
Cao Cao Vietnamesisches Restaurant,"['Asian', 'Vietnamese', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",28.0,4.5,Medium,160.0,"[['Delicious Dinner', 'Delicious Vietnamese dishes'], ['01/08/2018', '12/27/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d11816972-Reviews-Cao_Cao_Vietnamesisches_Restaurant-Berlin.html
Papilles,"['French', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",29.0,4.5,Medium,611.0,"[['A good place for brunch', 'best breakfast ever!!!'], ['10/30/2017', '10/25/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8050368-Reviews-Papilles-Berlin.html
Cocolo Ramen,"['Japanese', 'Asian', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",30.0,4.5,Medium,505.0,"[['Favourite restaurant at the river', 'First time having ramen'], ['01/09/2018', '01/06/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2509726-Reviews-Cocolo_Ramen-Berlin.html
House of Small Wonder,"['Japanese', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",31.0,4.5,Medium,424.0,"[['Amazing', 'Beautiful decor, delicious food, perfect s...'], ['12/30/2017', '12/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7646480-Reviews-House_of_Small_Wonder-Berlin.html
KaDeWe Feinschmeckerbars,"['Italian', 'French', 'German', 'Seafood', 'Mediterranean', 'European', 'Asian', 'Thai', 'Soups', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",32.0,4.5,Medium,1414.0,"[['bouillabaisse for one for €9.95 not worth...', 'Great but expensive'], ['01/09/2018', '01/06/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4005516-Reviews-KaDeWe_Feinschmeckerbars-Berlin.html
Zsa Zsa Burger,"['American', 'Vegetarian Friendly']",33.0,4.5,Medium,844.0,"[['Far and away the BEST burgers and ribs!', 'Amazing'], ['01/09/2018', '01/07/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2266503-Reviews-Zsa_Zsa_Burger-Berlin.html
Co Chu,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",34.0,4.5,Medium,631.0,"[['Great food!', 'Great food'], ['01/07/2018', '01/03/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6800616-Reviews-Co_Chu-Berlin.html
Pasternak,"['Israeli', 'Ukrainian', 'Russian', 'Eastern European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",35.0,4.5,Medium,649.0,"[[""Top notch dinner and ambience, can't wait..."", 'Favorite Meal in Berlin'], ['01/07/2018', '12/22/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d718266-Reviews-Pasternak-Berlin.html
Restaurant Jolly,"['Chinese', 'Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",36.0,4.5,Medium,936.0,"[['Perfect', '1st time in berlin'], ['01/09/2018', '01/01/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2656991-Reviews-Restaurant_Jolly-Berlin.html
Kurpfalz-Weinstuben,"['German', 'European', 'Wine Bar', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",37.0,4.5,Medium,212.0,"[['cheers', 'Great atmosphere'], ['01/06/2018', '01/04/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1341765-Reviews-Kurpfalz_Weinstuben-Berlin.html
Ottenthal Restaurant & Weinhandlung,"['German', 'Austrian', 'European', 'Central European', 'Vegetarian Friendly']",38.0,4.5,Medium,655.0,"[['Excellent', 'Very Good!'], ['12/30/2017', '12/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d718252-Reviews-Ottenthal_Restaurant_Weinhandlung-Berlin.html
Indisches Restaurant Maharadscha,"['Asian', 'Indian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",39.0,4.5,Medium,1285.0,"[['Great Indian food near Kurfürstendam', 'The full experience'], ['01/07/2018', '01/07/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d715489-Reviews-Indisches_Restaurant_Maharadscha-Berlin.html
Monsieur Vuong,"['Asian', 'Vietnamese', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",40.0,4.5,Medium,3019.0,"[['Best Vietnamese I’ve ever tasted', 'Genuine delicious Vietnamese. Small but ta...'], ['01/06/2018', '01/03/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1575778-Reviews-Monsieur_Vuong-Berlin.html
Mustafa's Gemuese Kebab,"['Fast Food', 'Turkish', 'Middle Eastern', 'Grill', 'Vegetarian Friendly', 'Vegan Options', 'Halal']",41.0,4.5,Low,3036.0,"[['Delicious', 'Best kebab ever.'], ['01/08/2018', '01/07/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1341041-Reviews-Mustafa_s_Gemuese_Kebab-Berlin.html
Sucre et Sel,"['French', 'Mediterranean', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",42.0,4.5,Medium,837.0,"[['Great place, wonderful food - and excellen...', 'Very Good Dinner!'], ['01/09/2018', '12/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5015913-Reviews-Sucre_et_Sel-Berlin.html
Saigon - Green,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",43.0,4.5,Low,607.0,"[['Yum!', 'Nice break from German food'], ['01/01/2018', '12/21/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2315121-Reviews-Saigon_Green-Berlin.html
Restaurant Schnitzelei,"['German', 'Vegetarian Friendly', 'Vegan Options']",44.0,4.5,Medium,535.0,"[['Delicious schnitzels', 'Probably the best schnitzel in Berlin'], ['12/30/2017', '12/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1354842-Reviews-Restaurant_Schnitzelei-Berlin.html
Curry61,"['German', 'Fast Food', 'Vegetarian Friendly']",45.0,4.5,Low,837.0,"[['nice', 'Very good but takeaway only!'], ['01/06/2018', '12/26/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1933743-Reviews-Curry61-Berlin.html
Gasthaus Krombach,"['German', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",46.0,4.5,Medium,1092.0,"[['Good place to drink a beer', 'Want to go again!'], ['01/07/2018', '01/05/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1535909-Reviews-Gasthaus_Krombach-Berlin.html
Rotisserie Weingrun,"['German', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",47.0,4.5,Medium,842.0,"[['Excellent food, service and ‘new Berlin’ a...', 'Two Delicious Meals Served by a Friendly...'], ['01/01/2018', '12/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2013634-Reviews-Rotisserie_Weingrun-Berlin.html
Cookies Cream,"['European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",48.0,4.5,High,848.0,"[['The best vegetarian restaurant I have been...', 'Vegetarian for the STARS'], ['01/03/2018', '01/03/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1194686-Reviews-Cookies_Cream-Berlin.html
Markthalle Neun Berlin Kreuzberg,"['Fast Food', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",49.0,4.5,Low,771.0,"[['Great foodie paradise', ""Foodie's dream come true!""], ['12/28/2017', '12/19/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7085686-Reviews-Markthalle_Neun_Berlin_Kreuzberg-Berlin.html
"Club-Restaurant Das Team ""Die Eselin von A.""","['German', 'Seafood', 'Mediterranean', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options']",50.0,5.0,Medium,177.0,"[['Dinner', 'The perfect caterers for our wedding celeb...'], ['10/21/2017', '09/25/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2456695-Reviews-Club_Restaurant_Das_Team_Die_Eselin_von_A-Berlin.html
Fes - Turkish BBQ,"['Turkish', 'Mediterranean', 'Barbecue', 'European', 'Middle Eastern', 'Vegetarian Friendly']",51.0,4.5,Medium,185.0,"[['Finally in Berlin', 'Took our son and friends out'], ['12/17/2017', '11/09/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8509426-Reviews-Fes_Turkish_BBQ-Berlin.html
Dicke Wirtin,"['German', 'Bar', 'European', 'Pub', 'Central European', 'Vegetarian Friendly']",52.0,4.5,Medium,2198.0,"[['Two great nights and amazing brandy!', 'Good traditional restaurant'], ['01/09/2018', '01/07/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1948614-Reviews-Dicke_Wirtin-Berlin.html
Tiergarten Quelle,"['German', 'Bar', 'European', 'Pub', 'Central European', 'Vegetarian Friendly']",53.0,4.5,Low,651.0,"[['Great schnitzel', 'Don’t be put off by appearance'], ['01/08/2018', '01/05/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d718383-Reviews-Tiergarten_Quelle-Berlin.html
Scheers Schnitzel,"['German', 'Fast Food', 'European', 'Central European']",54.0,4.5,Low,690.0,"[['Best schnitzel in Berlin', 'Great and cheap schnitzels'], ['01/03/2018', '12/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2331890-Reviews-Scheers_Schnitzel-Berlin.html
Vino & Basilico,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",55.0,4.5,Medium,476.0,"[['Very nice !', 'Good Diner'], ['12/08/2017', '12/01/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7285098-Reviews-Vino_Basilico-Berlin.html
Dada Falafel,"['Lebanese', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']",56.0,4.5,Low,709.0,"[['Perfect', 'Amazing!'], ['12/27/2017', '12/23/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1340100-Reviews-Dada_Falafel-Berlin.html
Supreme Burger Grill & Bar,"['Bar', 'American', 'European', 'Grill', 'Vegetarian Friendly', 'Gluten Free Options']",57.0,4.5,Medium,383.0,"[['Loved it', 'Two days this was our burger place for an...'], ['01/08/2018', '01/07/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8669635-Reviews-Supreme_Burger_Grill_Bar-Berlin.html
Treffpunkt Berlin,"['German', 'Bar', 'European', 'Pub', 'Central European', 'Gastropub', 'Vegetarian Friendly']",58.0,4.5,Medium,1388.0,"[['Great - Traditional German Pub', 'German cuisine'], ['01/08/2018', '01/04/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1582751-Reviews-Treffpunkt_Berlin-Berlin.html
Sissi Austrian Restaurant,"['Austrian', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",59.0,4.5,Medium,534.0,"[['Best Schnitzel Anywhere!', 'Anniversary Dinner'], ['12/27/2017', '12/12/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1346418-Reviews-Sissi_Austrian_Restaurant-Berlin.html
BBI - Berlin Burger International,"['American', 'Fast Food', 'Vegetarian Friendly']",60.0,4.5,Low,476.0,"[['Best Burger International', 'Big and amazingly good!'], ['11/30/2017', '11/25/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2694703-Reviews-BBI_Berlin_Burger_International-Berlin.html
Zen,"['Japanese', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",61.0,4.5,Medium,230.0,"[['Love!', 'Delicious sushi'], ['12/28/2017', '12/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d9755456-Reviews-Zen-Berlin.html
Cafe Bleibtreu,"['German', 'Cafe', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",62.0,4.5,Medium,915.0,"[['Excellent desserts', 'Great ambience, service and food'], ['01/09/2018', '01/06/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d951223-Reviews-Cafe_Bleibtreu-Berlin.html
momotaro tavern,"['Asian', 'American', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",63.0,5.0,Medium,75.0,"[['Superb food and friendly staff!', 'Best burger in town :)'], ['01/10/2018', '01/10/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12795861-Reviews-Momotaro_tavern-Berlin.html
Peter Pane,"['American', 'Bar', 'Fast Food', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",64.0,4.0,Medium,1550.0,"[['Good food', 'Great burger'], ['01/09/2018', '01/01/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6678552-Reviews-Peter_Pane-Berlin.html
Joseph Roth Diele,"['German', 'European', 'Central European', 'Vegetarian Friendly']",65.0,4.5,Low,425.0,"[['Busy and for very good reason', 'Wonderful'], ['12/27/2017', '12/18/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1037034-Reviews-Joseph_Roth_Diele-Berlin.html
Shiso Burger,"['American', 'Fast Food', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",66.0,4.5,Low,825.0,"[['Best burgers with amazing variety', 'Wow!! Definitely the place to go if you fa...'], ['01/09/2018', '01/05/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4572272-Reviews-Shiso_Burger-Berlin.html
Upper Burger Grill,"['American', 'Fast Food', 'Barbecue', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",67.0,4.5,Medium,232.0,"[['Taste just like America', 'Must come here!'], ['12/30/2017', '12/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10094549-Reviews-Upper_Burger_Grill-Berlin.html
VOLT,"['German', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",68.0,4.5,High,407.0,"[['Christmas Escape 2017', 'Casual gourmet experience'], ['01/01/2018', '10/19/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2304204-Reviews-VOLT-Berlin.html
La Tia Rica,"['Latin', 'Chilean', 'South American', 'Vegetarian Friendly', 'Vegan Options']",69.0,4.5,Medium,546.0,"[['Very good Chilean food with great service.', 'Very nice restaurant'], ['12/12/2017', '12/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3970493-Reviews-La_Tia_Rica-Berlin.html
Ushido-Japanese BBQ,"['Steakhouse', 'Japanese', 'Barbecue', 'Delicatessen', 'Grill', 'Gluten Free Options']",70.0,4.5,Medium,294.0,"[['The best beef restaurant', 'Great experience! Delicious food!'], ['01/08/2018', '12/06/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8443305-Reviews-Ushido_Japanese_BBQ-Berlin.html
Transit Restaurant,"['Chinese', 'Asian', 'Thai', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",71.0,4.5,Low,1044.0,"[['For The Asian Food', 'Authentic flavourful Asian tapas'], ['01/08/2018', '12/24/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1716281-Reviews-Transit_Restaurant-Berlin.html
Villa Rodizio,"['Mexican', 'Brazilian', 'South American', 'Grill', 'Vegetarian Friendly', 'Gluten Free Options']",72.0,4.5,Medium,1156.0,"[['Rodizio', 'Come for the all you can eat, stay for the...'], ['12/27/2017', '11/18/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1896433-Reviews-Villa_Rodizio-Berlin.html
Boulevard Friedrichstrasse,"['Diner', 'German', 'Central European', 'Vegetarian Friendly']",73.0,4.5,Medium,616.0,"[['Excellent traditional cuisine', 'Awesome food'], ['01/05/2018', '01/04/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2202512-Reviews-Boulevard_Friedrichstrasse-Berlin.html
Cafe Einstein Stammhaus,"['German', 'Austrian', 'Cafe', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",74.0,4.5,Medium,849.0,"[['Stop by for a lunch', 'Good, old school place for breakfast'], ['01/01/2018', '12/15/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d695553-Reviews-Cafe_Einstein_Stammhaus-Berlin.html
Katz Orange,"['German', 'European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",75.0,4.0,Medium,931.0,"[['Great food, lovely interior.', 'Really Good food, staff a bit uptight.'], ['12/22/2017', '12/09/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2554064-Reviews-Katz_Orange-Berlin.html
Block House Am Alexanderplatz,"['American', 'Steakhouse', 'German', 'Barbecue', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",76.0,4.0,Medium,1761.0,"[['Amazing steak', 'Delicious'], ['12/24/2017', '12/23/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1901190-Reviews-Block_House_Am_Alexanderplatz-Berlin.html
Ristorante Luardi,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",77.0,4.5,Medium,1041.0,"[['Save our day', 'Italian Restaurant'], ['01/02/2018', '01/02/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2560613-Reviews-Ristorante_Luardi-Berlin.html
Ristorante Essenza,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",78.0,4.5,High,772.0,"[['Great Italian with excellent food.', 'Excellent choice, close to our hotel'], ['12/10/2017', '11/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1036722-Reviews-Ristorante_Essenza-Berlin.html
Steakhouse ASADOR,"['Steakhouse', 'Barbecue', 'European', 'Argentinean', 'Grill']",79.0,4.5,Medium,1524.0,"[['Tender steaks', 'Best steak'], ['01/08/2018', '01/04/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1933447-Reviews-Steakhouse_ASADOR-Berlin.html
Burgeramt,"['American', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options']",80.0,4.5,Low,597.0,"[['Burger with a side of Hip Hop', 'my first choice'], ['12/11/2017', '12/07/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2694570-Reviews-Burgeramt-Berlin.html
Schwarzes Cafe,"['German', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",81.0,4.0,Medium,562.0,"[['Quaint cafe with lots of history', 'Great if you arrive too early in Berlin'], ['12/28/2017', '11/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d718343-Reviews-Schwarzes_Cafe-Berlin.html
